game_title,description,genres
Sin and Punishment,"To solve the planet-wide famine problem, scientists develop a new genetically-engineered species to raise as food. These creatures are herded in northern Japan until they mutate and begin attacking the country's citizens.","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Michael Jackson: The Experience,Dance like the King of Pop in this game.,"['Family', 'Music']"
Lost Judgment - The Kaito Files,Play as Masaharu Kaito and take on a new case that ties up loose ends of his past. Kaito brings his own Primal Focus detective techniques and two beastly fighting styles to challenge new foes and crack the case with a distinct swagger.,"['Action', 'Adventure', 'Crime']"
Battlefield Vietnam,"The second installment in the Battlefield series takes you to the jungles of Vietnam. You must use guns, grenades, tanks, helicopters, and more to win the war against the NVA and the Viet Cong.","['Jungle Adventure', 'Action', 'Adventure', 'War']"
Gwent: The Witcher Card Game,"A card game based on the ""The Witcher"" universe.","['Action', 'Adventure', 'Fantasy']"
We Happy Few: Lightbearer,"Rock star Nick Lightbearer wakes up in a trashed hotel room, covered in blood, with no memory of where he was last night. Could he be the notorious killer Foggy Jack? As more of his fans turn up dead during Nick's drug-fueled blackouts, Nick starts to suspect the worst.",['Mystery']
Shadow Fight 3,"There are three main guilds that use the Shadow Energy in the story, the Legion and the Dynasty, the conflict of ideology and strength, along with a secret society of masters. thorough knowledge of the power of darkness, Heralds. You will be a newly joined member of the Shadow Sq... Read all",['Action']
Fallout 76: Steel Reign,Add a plot in your language,"['Action', 'Adventure', 'Sci-Fi']"
Metroid II: Return of Samus,"After stopping the threat on the planet Zebes, Samus Aran is asked to eliminate the entire remaining Metroid population of the planet SR388.","['Superhero', 'Action', 'Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Toy Story Activity Center,"Woody invites game players to join in the activities in Andy's bedroom, Pizza Planet, and Sid's bedroom.",['Family']
Crimson Skies: High Road to Revenge,Set in a world that travels in the skies rather than cars Nathan Zachary goes on an epic journey to revenge a fallen friend and discover the secrets to a masterminds deadly invention,"['Action', 'Adventure', 'Drama', 'Mystery']"
Bad Day on the Midway,"The player must switch between characters, who are at the surreal Midway amusement park for one reason or another, to solve some puzzles and stop Ted, the psycho-killer on rampage there. The game has a time limit and no save option.","['Adventure', 'Crime', 'Mystery', 'Thriller']"
Persona 4: Dancing All Night,"Persona 4: Dancing All Night is a story-driven music game of the cult hit RPG Persona 4, developed by ATLUS. Replacing the RPG elements are dance battles that challenge players' dexterity and accuracy, as they tap out re-mixes of fan-favorite themes and brand new music tracks. Th... Read all","['Comedy', 'Music']"
Luigi's Mansion: Arcade,Luigi's Mansion Arcade (named Luigi Mansion Arcade in Japanese) is an arcade game based off of Luigi's Mansion: Dark Moon for the Nintendo 3DS.,"['Action', 'Adventure', 'Fantasy']"
Nightmare Creatures II,Take on the role of an escaped mental patient who is on a quest to destroy the one who broke his mind and body.,['Horror']
Super Star Wars: Return of the Jedi,"The Empire is rebuilding the Death Star and planning a big attack on the Rebels. Meanwhile back on Tatooine, the evil Jabba the Hutt has frozen Han Solo in carbonite, so Skywalker, Chewbacca and Princess Leia rush to Jabba's palace.","['Action', 'Adventure', 'Sci-Fi']"
Snow Bros.: Nick & Tom,Nick and Tom (the snow bros) set off on an adventure to save princesses from big monsters with just the snowballs in their hands.,"['Action', 'Fantasy']"
Before Crisis: Final Fantasy VII,"Set six years before Final Fantasy VII, Before Crisis centers on the Turks who set out to end the menace on the ShinRa company by a group of rebels called AVALANCE","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Teenage Mutant Ninja Turtles: Smash-Up,The video game based on the tmnt movie. The turtles fight against the foot clan in New York city,"['Action', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
The Inner World,The Inner World is a classic-style hand-drawn Adventure game for PC and Mac.,"['Adventure', 'Fantasy']"
Kim Possible: Revenge of Monkey Fist,Add a plot in your language,"['Action', 'Adventure', 'Family', 'Sci-Fi']"
FIFA 10,"Fifa 10 features a revamped Manager Mode, and newcomers Assistant Manager and ""Total Football Experience''.",['Sport']
Teenage Mutant Ninja Turtles: The Hyperstone Heist,Manhattan suddenly starts to shrink. Shredder announces that this was only a demonstration of the power of the Hyperstone from Dimension X. He now has the power to take over the world. The Turtles have to go after Shredder and stop him.,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
My Singing Monsters: Dawn of Fire,Build your own world full of singing monsters.,"['Adventure', 'Fantasy', 'Music', 'Musical']"
MechWarrior 4: Vengeance,"With the destruction of the Smoke Jaguar Clan and the abatement of the Clan threat to the Inner Sphere, veteran warrior and estranged noble Ian Dresari returns to his home world, Kentares IV, the site of the bloodiest massacre in the history of the Inner Sphere, only to find that... Read all","['Action', 'Adventure', 'Sci-Fi']"
Dora the Explorer: Dora Saves the Crystal Kingdom,Add a plot in your language,['Family']
Call of Duty: Black Ops - Zombies,"Based on the popular zombie-mode from numerous ""Call of Duty"" games, ""Call of Duty: Black Ops - Zombies"" is a free-standing game designed specifically for tablets and smartphones. Featuring new maps and weapons, players fight their way through a 50-level zombie gauntlet that prov... Read all","['Action', 'Horror']"
Blazing Lazers,A top-down vertically scrolling space-shooter.,"['Action', 'Sci-Fi']"
Ys: The Oath in Felghana,"Adol Christin and his friend Dogi are travelling to Dogi's hometown of Redmont. Upon arriving, they discover that evil happenings are threatening the townspeople, and it is up to Adol to put a stop to it.","['Action', 'Adventure', 'Fantasy']"
Dungeon Siege II,"It's been a generation since you vanquished the evil that plagued the Land of Ehb, and now...a new menace has awakened. In Dungeon Siege II, the sequel to the best-selling RPG from Gas Powered Games, you will be called on to again wield sword and spell to save the world from a gr... Read all","['Action', 'Adventure', 'Fantasy']"
Spear of Destiny,"B.J Blazkowicz is sent to Castle Nuremberg to retrieve the Spear of Destiny back, but what danger lies beyond the castle is unknown","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'War']"
Babysitter Bloodbath,For 22 years Neokalus Burr has stared at an empty wall in the bowels of Monroe State Mental Hospital. But tonight he's escaped to continue his blood soaked murder rampage. It's also your first night babysitting,['Horror']
One Piece: Bounty Rush,Teams of up to four players face off in the first One Piece game of its kind! Experience the most exciting multiplayer real-time battle action game ever with favorite scenes and locations from the famous One Piece animation.,"['Action', 'Adventure', 'Fantasy']"
Yu-Gi-Oh! Legacy of the Duelist,Experience duels against characters from several generations of 'Yu-Gi-Oh!'.,"['Adventure', 'Mystery']"
Chess Titans,"Chess Titans is a chess game with 3D graphics developed by Oberon Games and included in Windows Vista and Windows 7 Home Premium, Business/Professional, Enterprise, and Ultimate. It is a fully animated, photorealistic interactive game with ten difficulty levels. It can be played ... Read all",['Sport']
Scrap Mechanic,Add a plot in your language,"['Adventure', 'Animation', 'Sci-Fi']"
Accounting+,"Experience classic virtual reality gameplay: clean up your office, take the battery out of the cooling machine, play the skeleton xylophone, and/or summon thousands upon thousands of demons.","['Adventure', 'Comedy', 'Horror']"
Peggle,"Take your best shot with energizing arcade fun. Aim, shoot, clear the orange pegs, then sit back and cheer as 10 whimsical teachers guide you to Peggle greatness.","['Action', 'Adventure', 'Family']"
Lego Harry Potter Collection,"The LEGO Harry Potter: Collection unites the signature humor of LEGO games and the expansive world of Harry Potter with a thrilling journey full of spell-casting, potion-making, puzzle-solving, lessons, dueling and much more for players to enjoy. Fans can experience the entire LE... Read all","['Action', 'Adventure', 'Comedy', 'Fantasy']"
Dragon Ball: Raging Blast 2,A mysterious cloud brings back some of Goku's most fearsome foes throughout Dragon Ball history. Join the Z-Fighters in a raging blast of brawls to save the planet from an evil mastermind planning to seek his revenge on the Saiyan Race.,"['Action', 'Adventure', 'Family', 'Fantasy']"
Pokémon Moon,A girl named Moon moves from Kanto to Alola and sets out on a quest to become the first Alolan Pokemon League Champion by defeating trials and earning Z-crystals.,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
Buzz! Quiz TV,"In Buzz! Quiz TV, the whole world becomes a quiz show network. Included on the disc are over 5,000 questions ranging from music, to movies, sports, and more. Put your knowledge to the test as you play with up to 8 friends -- buzzing your way to game show stardom!",[]
Fears to Fathom: Carson House,"Noah is tasked to look at Roy's house for the night, while also being stalked by his ex-girlfriend.","['Horror', 'Thriller']"
Wario Land: Super Mario Land 3,"Wario was kicked out of Mario's castle, so to buy a house of his own, Wario decides to steal the money and valuables from a band of pirates.","['Action', 'Adventure', 'Comedy', 'Fantasy']"
ISS Pro Evolution,Play with your favorite football teams.,['Sport']
Beyond the Edge of Owlsgard,"Follow the adventures of Finn the Roebuck and Gwen the Owl as they journey to the island of Owlsgard to save a peaceful world from being annihilated by machines, all the while facing off against the antagonistic wolves in this old school point and click tale, inspired by classic ... Read all","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
Senran Kagura: Estival Versus,"When a mystical phenomenon appears, drawing the shinobi world's finest young ladies into a parallel dimension, everything they know about life and death turns upside down. Taken to a strange world resembling a warm summer island, the girls find themselves face to face with their ... Read all","['Action', 'Adventure', 'Comedy', 'Fantasy']"
Hot Wheels: Turbo Racing,Add a plot in your language,[]
The Mark of Kri,"An intense and exhilarating fighting adventure experience, The Mark of Kri delivers graphic and gory fighting in a stylish cartoon universe. The gameplay is varied and involves exploration, strategy, and stealth, among other elements. With an engaging story line filled with confl... Read all","['Action', 'Adventure']"
